TOTAL VALUE,TAX,LOT SQFT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,KITCHEN,FIREPLACE
410.8,5167,4028,2926,1716,2,8,3,1,1,2,1
507.6,6385,7155,4698,2227,1,8,4,2,0,1,1
480.9,6049,7850,3286,2107,1.5,7,3,2,1,1,1
473.2,5952,4380,2781,1737,2,6,3,1,1,1,1
324.7,4084,4314,2714,1218,1,8,3,1,1,1,0
386.8,4865,6154,2352,1327,2,6,3,1,1,1,1
343.4,4319,4773,2951,1275,1,5,2,1,0,1,0
575.6,7241,10547,3501,2277,2,8,4,1,1,1,2
343.3,4318,5986,2884,1622,2,8,3,1,1,1,0
376,4730,5000,2456,1334,2,6,3,1,1,1,1
465.1,5850,6040,3182,1804,2,8,4,1,1,1,1
359.9,4527,4127,4015,1737,1,8,3,1,0,1,1
513.6,6461,4634,3083,2168,3,8,4,2,1,1,1
434.8,5469,4018,3424,2029,2,12,4,1,1,1,1
340.6,4284,5016,2284,1173,1.5,5,2,1,1,1,2
491.4,6181,4198,2724,1700,2,7,4,1,1,1,1
430.8,5419,10915,2358,1380,2,6,3,1,1,1,1
316.2,3977,3661,2885,1715,2,8,4,1,0,1,0
459.7,5783,8390,2826,1680,2,8,4,1,1,1,1
413,5195,5380,2811,1455,1.5,7,3,1,1,1,1
424.8,5343,4710,2590,1610,2,8,3,1,1,1,1
370.5,4660,5000,2237,1403,2,6,3,1,1,1,1
467.4,5879,10311,3152,1944,2,8,4,1,1,1,1
472.1,5939,6110,2208,1486,2,7,4,1,1,1,1
480.6,6045,6600,3974,2023,1.5,7,3,2,0,1,1
342.1,4303,5307,2302,1464,2,6,3,1,0,1,0
292,3673,4985,2112,972,1,5,2,1,0,1,0
377,4742,5100,2809,1177,1,5,2,1,1,1,1
309.8,3897,4000,2181,1350,2,6,3,1,0,1,1
413.4,5200,4417,2635,2029,1.5,6,4,2,1,1,1
377.6,4750,6790,2751,1524,2,8,3,3,0,1,1
363.8,4576,3917,2491,1268,1.5,6,3,1,1,1,1
419.2,5273,5250,3250,1878,2,10,5,1,1,1,1
459.4,5779,6556,2745,1645,2,7,4,1,1,1,1
484.8,6098,5030,4000,2210,2,9,4,1,1,1,1
429.9,5408,9544,2951,1650,2,7,4,1,1,1,1
423.9,5332,6006,3080,1671,2,6,3,1,1,1,1
353.4,4445,4710,2312,1326,2,6,3,1,1,1,0
387.4,4873,4534,2368,1472,2,6,3,1,1,1,1
343.1,4316,3714,2356,1350,2,6,3,1,1,1,1
807,10152,15790,5260,2890,2,11,5,3,1,1,2
428,5384,6297,2527,1538,2,7,4,1,1,1,1
359,4516,5842,2334,1274,2,6,3,1,1,1,1
468.9,5898,10915,2322,1494,2,8,3,1,1,1,1
412.4,5187,6250,2975,1964,2,8,3,1,1,1,0
364.4,4584,5032,1825,1225,2,7,3,1,1,1,1
368,4629,4582,2452,1536,2,7,4,1,1,1,1
371.7,4675,6032,2317,1327,2,6,3,1,1,1,0
358.8,4513,2828,2272,1847,2,6,3,2,1,1,1
445.1,5599,7498,2905,2065,1,6,2,2,0,1,1
303.2,3814,5830,3130,1355,1,7,1,1,0,1,1
698.1,8782,6800,5031,3461,2,11,6,3,1,1,1
421.2,5298,7045,2699,1656,2,7,4,1,1,1,2
334.2,4204,5400,1762,1164,2,6,3,1,0,1,0
327.6,4121,3984,2327,1400,2,6,3,1,0,1,1
375.9,4728,3750,1983,1231,2,8,3,1,0,1,1
447,5623,5000,3249,1941,2,8,3,1,1,1,1
338.1,4253,5780,2190,1300,2,7,3,1,0,1,1
383.9,4829,4800,3180,1454,1,6,3,2,0,1,1
386.7,4864,4559,2507,1192,1,7,3,2,0,1,1
418.5,5264,7320,2628,1749,2,7,3,1,1,1,1
389.1,4894,8060,2730,1820,2,7,3,1,1,1,0
498,6264,7932,3728,2234,2.5,9,6,2,1,1,1
391.2,4921,3917,3642,1843,2,9,3,1,0,1,1
404.3,5086,5500,2736,1624,2,7,4,1,1,1,0
355.2,4468,3999,2458,1372,2,6,2,1,1,1,1
449.9,5659,4931,3592,2129,2,8,4,2,1,1,1
353.4,4445,4950,3488,1472,1,7,3,1,0,1,1
586.7,7380,8690,3986,2043,2,7,4,2,1,1,1
315.2,3965,5381,3103,1382,1,7,4,1,0,1,1
414.8,5218,4097,2265,1425,2,7,3,2,0,1,1
381.3,4796,4000,3198,1820,2,6,2,1,1,1,1
386.6,4863,4715,2701,1622,2,7,3,2,0,1,0
599.3,7539,10469,4055,2240,2,8,4,2,2,1,1
450.2,5663,5032,4192,2583,2,9,4,1,1,1,1
490.1,6165,6735,4385,2439,2,7,3,1,1,1,1
546,6868,11385,2856,1991,1,7,2,1,2,1,2
425.8,5356,7794,3830,2029,2,8,4,1,1,1,0
479,6025,9965,2385,1361,2,6,3,1,1,1,1
390.8,4916,7981,2394,1164,1,8,2,1,1,1,0
387.4,4873,6030,2395,1915,1,5,3,1,0,1,1
382.2,4808,5800,2937,1736,2,7,4,1,0,1,1
344.8,4337,5000,2216,1432,2,7,3,1,1,1,1
520.4,6546,4940,4092,2362,2,8,5,2,1,1,1
468.8,5897,10000,3619,2288,2,8,4,1,1,1,1
389.4,4898,5600,3412,1541,1,8,4,1,1,1,1
500.3,6293,7232,5206,2692,2,9,3,2,0,1,1
365.8,4601,4793,2230,1444,2,7,3,1,1,1,1
394.2,4959,6154,2500,1440,2,6,3,1,1,1,1
356,4478,6220,2118,1378,2,6,3,1,1,1,1
393.7,4952,6032,2514,1516,2,7,3,1,1,1,1
479.9,6037,4750,2768,1684,2,7,4,1,1,1,0
511.7,6437,7500,3241,2148,1,8,3,3,1,1,1
413.4,5200,5218,2948,1591,1.5,5,4,2,0,1,1
354.8,4463,4519,2098,1440,2,7,3,1,1,1,1
415.1,5221,4044,2257,1421,2,7,3,1,1,1,1
323,4063,5045,2491,1233,1.5,5,2,1,0,1,0
438.1,5511,5200,2820,1218,1,6,3,1,1,1,1
669.5,8422,13850,6016,3470,2,11,5,2,1,1,1
354.9,4464,6032,3525,1554,1,7,3,1,1,1,1
346.7,4361,6589,3264,1440,1,5,3,1,0,1,1
338.2,4254,4000,2670,1392,2,6,3,2,0,1,0
374,4704,4550,2576,1459,2,6,3,1,1,1,1
472.9,5949,5000,2868,1578,2,7,4,1,1,1,0
516.9,6502,8121,3498,2001,2,8,4,1,1,1,1
384.3,4834,4196,2872,1593,1.5,5,2,1,1,1,0
393.1,4945,4400,3018,1676,1.5,7,3,2,0,1,0
344.9,4338,4380,2263,1300,2,6,3,1,1,1,1
624.2,7852,12818,4373,2551,2,11,3,2,1,1,2
400.5,5038,4717,2510,1495,2,8,4,1,1,1,1
439.2,5525,5625,3535,2085,2,7,4,1,1,1,0
378.7,4764,8600,2159,1242,2,7,3,1,0,1,1
767.5,9655,13036,5981,3464,2,8,4,3,1,1,2
380.9,4791,5175,2998,1508,1.5,9,3,2,0,1,1
373.5,4698,5800,2787,1549,2,7,3,1,0,1,1
402.8,5067,5000,2413,1371,2,7,3,1,1,1,0
574.9,7232,11545,2700,1991,1,7,3,2,1,1,2
389.8,4903,6160,2678,1690,2,6,3,1,1,1,1
342.5,4308,4855,2792,1428,2,6,3,1,1,1,0
396.7,4990,5055,2779,1704,2,7,4,1,1,1,1
662.2,8330,11280,4449,2536,2,7,3,1,2,1,1
330.8,4161,5532,1926,1300,2,6,3,1,1,1,1
328.8,4136,4400,2752,1142,1,5,2,1,0,1,0
384.2,4833,5122,2430,1530,2,6,4,1,1,1,1
371.7,4675,5209,3113,1400,1,7,3,1,0,1,1
404.4,5087,8250,3076,1874,2,10,4,1,1,1,0
388.3,4884,5000,2722,1700,2,8,4,1,0,1,1
368,4629,4340,2368,1393,1.5,8,2,1,1,1,1
405.7,5103,5884,2531,1472,2,7,4,1,1,1,1
424.2,5336,5046,2799,1760,2,9,4,1,0,1,1
366.3,4608,4743,2329,1465,2,7,3,1,1,1,1
713,8969,15646,4558,2656,2.5,10,5,3,0,1,1
430.8,5419,8312,2669,1470,2,7,3,1,1,1,1
364.9,4590,5000,2260,1389,2,7,4,1,1,1,0
548.5,6900,8424,3086,1988,1,6,3,1,1,1,2
359.6,4523,6000,2730,1264,1,7,3,1,0,1,1
397.8,5004,4713,2343,1404,2,6,3,1,0,1,1
466.3,5866,9748,2356,1380,2,6,3,1,1,1,1
351.4,4420,4500,2548,1355,1.5,5,2,1,0,1,0
454.6,5718,6297,2952,1591,1.5,8,4,2,0,1,1
405.8,5104,4610,3800,2002,1.5,6,3,1,0,1,1
334.5,4208,4402,1848,1248,2,6,3,1,1,1,1
368.4,4634,5175,2560,1354,1.5,8,4,2,0,1,1
359.1,4517,5850,2246,1378,2,6,3,1,1,1,1
378.6,4762,4716,3218,1615,1.5,6,3,2,1,1,1
464.8,5847,5524,3296,2136,2,7,3,2,0,1,0
372.3,4683,6575,2368,1884,1,5,3,1,1,1,1
267.495,3365,2892,3021,1950,2,10,3,1,1,1,1
353.2,4443,4309,2392,1464,2,6,3,1,1,1,1
541.7,6814,10800,3026,1702,2,8,4,1,1,1,0
356.7,4487,5000,2239,1413,2,8,4,1,1,1,0
395.5,4975,4873,2611,1500,1.5,7,3,1,1,1,2
484.5,6095,8474,2844,1558,2,7,3,1,1,1,1
394.2,4959,5050,2446,1666,2,7,3,1,1,1,1
412,5182,4849,3511,2129,2,8,4,2,1,1,0
438.9,5521,5800,3219,1902,2,7,3,1,1,1,1
356.9,4489,5400,2385,1096,1,5,3,1,1,1,1
432.3,5438,10769,2375,1377,2,6,3,1,1,1,1
386,4855,7417,2628,1387,1.5,6,3,1,1,1,1
386.9,4867,6632,2051,1274,2,6,3,1,1,1,1
416.2,5235,4440,3074,1832,2,8,4,2,0,1,0
495.2,6229,8767,3456,1846,2,8,3,1,1,1,1
426.3,5362,7190,2874,1626,2,8,3,2,1,1,1
402.9,5068,5856,3164,1908,2,7,2,2,0,1,1
370.8,4664,5363,2659,1687,2,7,3,1,1,1,1
347.5,4371,4124,2009,1231,2,7,3,1,1,1,1
449.8,5658,4645,2839,1709,2,9,3,2,1,1,0
433.1,5448,5280,3224,2022,2,7,4,1,1,1,0
612.6,7706,6150,3667,2726,2,10,4,2,2,1,1
348.4,4382,5200,2126,1378,2,6,3,1,1,1,1
314.2,3952,4728,2244,1352,2,6,3,1,1,1,0
274.7,3455,4800,1804,902,1,4,2,1,0,1,0
363.3,4570,8500,2439,1064,1,6,2,1,0,1,0
416,5233,7242,2338,1446,2,7,3,1,1,1,1
319.7,4021,6546,2955,1310,1,4,2,1,0,1,1
423.4,5326,4450,2570,1558,2,7,3,1,0,1,1
513.7,6462,9323,3108,1924,2,9,4,1,1,1,1
318.3,4004,3300,2213,1260,2,6,3,1,1,1,1
473.4,5955,9449,3685,1855,1,8,4,1,1,1,1
331.1,4165,4080,2682,1528,2,6,3,1,0,1,0
444.7,5594,8250,2430,1446,2,8,3,1,1,1,1
606.1,7624,12029,5068,2874,2,8,4,1,1,1,1
530.7,6676,8403,3887,1974,2,10,4,2,1,1,1
308.8,3884,4324,3121,1400,1,7,3,1,0,1,0
364.6,4586,4133,2558,1460,2,6,3,1,1,1,1
543.4,6835,7425,2908,1760,2,7,3,1,2,1,1
405.5,5101,4750,3408,1790,2,10,4,1,1,1,1
359.9,4527,5000,2988,1550,1.5,6,2,1,1,1,1
393.8,4954,6526,2638,1148,1,7,3,1,1,1,1
514.9,6477,10800,3544,2133,2,7,3,1,1,1,0
267.3,3362,4000,1937,936,1,5,2,1,0,1,0
400.8,5042,6670,3040,1489,1.5,6,3,1,1,1,1
393.9,4955,4281,2568,1454,1.5,9,3,2,0,1,1
413.7,5204,5210,2472,1504,2,7,3,1,1,1,1
362.6,4561,6340,2221,1051,1,5,2,1,0,1,1
422.2,5311,4661,2546,1536,2,7,3,1,1,1,1
361,4541,5500,2400,1075,1,9,4,2,0,1,1
484.7,6097,12375,2736,1494,2,6,3,1,1,1,1
425.4,5351,6803,2408,1610,2,6,3,1,1,1,1
447,5623,3600,2514,1508,2,6,3,1,1,1,1
545.9,6867,11041,3952,1920,1,7,3,2,0,1,2
322,4050,5400,1752,792,1,4,2,1,0,1,1
487.1,6127,8455,4787,3026,2.5,9,4,1,0,1,1
372.3,4683,4597,2156,1248,2,6,3,1,0,1,1
348.2,4380,4349,1832,1124,2,8,3,1,1,1,1
360.1,4530,4556,2320,1364,2,7,3,1,1,1,1
621.8,7822,9092,5405,2961,2,9,3,2,1,1,2
630.7,7934,8355,5321,2854,2,10,4,2,2,1,2
712.5,8963,13340,6807,3771,2,12,6,2,0,1,1
268.5,3377,4000,2134,912,1,5,2,1,0,1,0
377.9,4753,9471,1976,1326,2,6,3,1,1,1,1
466,5862,5000,3676,1945,2,7,3,1,1,1,1
632.6,7958,8520,4373,2469,2,12,6,2,1,1,1
395.6,4976,6382,2925,1584,1.5,7,4,2,0,1,1
474.8,5972,6670,2807,1650,2,6,3,1,1,1,1
351.1,4416,4050,1970,1423,1.5,6,2,1,0,1,0
324.9,4087,3635,2463,1075,1,6,3,1,0,1,1
381.8,4803,5500,2796,1800,2,6,3,1,0,1,0
430.8,5419,7091,2656,2171,1,6,3,1,0,1,1
469.3,5903,14029,2341,1350,2,6,3,1,1,1,0
399.4,5024,5500,3192,1938,2,8,4,1,1,1,0
387.3,4872,4500,2512,1238,1.5,7,3,2,0,1,1
490.1,6165,9000,4123,2285,2,11,4,1,1,1,1
376.1,4731,6247,3378,1383,1,7,3,1,0,1,1
382.1,4806,5232,2302,1396,2,6,3,1,1,1,1
473.6,5957,6860,2864,1652,2,6,3,1,1,1,1
485.5,6107,6252,2587,1615,2,9,3,1,1,1,1
338.5,4258,3525,2016,960,1,5,2,1,0,1,0
301.5,3792,4225,2357,1026,1,5,3,1,0,1,1
361.7,4550,4000,3827,1613,1,6,3,1,0,1,0
511.7,6437,13593,2608,1476,2,7,3,1,1,1,1
384.7,4839,6075,2867,1527,2,8,4,1,1,1,0
365.4,4596,3365,2424,1075,1,8,3,2,0,1,1
330.1,4152,3842,1916,1194,2,6,2,1,0,1,1
772.1,9713,8400,6382,3496,2,12,8,3,1,1,2
559,7032,8400,4592,2691,2,10,5,1,1,1,1
339.2,4267,3080,2167,1260,2,6,3,1,1,1,1
475,5975,5000,3216,2040,2,7,4,1,1,1,1
625.9,7873,10848,3452,2671,1,7,3,3,0,1,2
617.3,7765,7650,4123,2088,2,8,4,1,1,1,1
332.6,4184,5122,1664,792,1,5,2,1,0,1,1
340.656,4285,4620,2672,1442,1.5,6,3,2,0,1,1
473.5,5956,4594,2790,1894,2,6,3,2,0,1,1
447.1,5624,3525,3130,1632,1.5,6,3,2,0,1,1
384,4830,7492,2548,1581,2,7,4,1,1,1,1
331.1,4165,4500,2180,952,1,4,2,1,1,1,0
639.6,8046,8849,4521,2686,2,10,6,3,0,1,1
335.4,4219,5000,2826,1252,1,6,2,1,0,1,1
526,6617,8240,5371,2974,2,8,5,2,2,1,1
432.3,5438,6665,3232,2012,2,7,3,1,1,1,1
484.7,6097,6761,2900,1664,2,8,3,2,1,1,1
428.8,5394,6250,3450,1885,2,9,5,1,0,1,1
321.9,4049,4613,2308,1553,1,7,3,1,1,1,1
321.6,4045,4232,2176,1056,1,5,2,1,0,1,1
385.5,4849,4692,2268,1352,2,7,3,1,1,1,1
405.1,5096,7753,2446,1726,2,8,4,1,1,1,1
360.5,4535,5407,2721,1750,2,7,4,1,0,1,0
445.9,5609,5000,2696,1537,2,7,3,1,1,1,0
564.9,7106,5500,4504,2352,2,8,4,1,2,1,1
432.5,5440,4992,2520,1834,1,5,3,1,0,1,1
381.3,4796,6075,2459,1468,2,8,4,1,1,1,2
348.8,4387,4620,2584,1442,1.5,6,3,2,0,1,0
356,4478,3430,2438,1612,2,7,4,1,1,1,1
734.5,9240,6699,4127,2663,2,9,4,2,1,1,0
387,4868,7808,2368,1380,2,7,3,1,1,1,1
355.5,4472,6407,2008,1152,2,6,3,1,0,1,1
546.6,6876,8400,4411,2190,2,7,4,1,1,1,1
309.1,3888,5625,2084,1000,1,5,2,1,0,1,1
449.7,5657,9506,3995,2130,2,10,5,1,0,1,1
332.8,4186,5000,2562,1145,1,6,3,2,0,1,1
408.3,5136,7000,2676,1518,2,7,3,1,1,1,1
292.4,3678,4265,1980,950,1,5,2,1,0,1,1
351.6,4423,6345,1926,1128,2,6,3,1,0,1,1
588.6,7404,8547,4238,2514,2,9,5,2,1,1,1
490.6,6171,4362,3631,1847,1.5,7,4,2,0,1,1
367.1,4618,3371,2676,1523,2,9,3,1,1,1,1
401.3,5048,6075,2468,1400,2,6,3,1,1,1,1
369.7,4650,7404,2356,1132,1,7,3,1,1,1,1
463.4,5829,6555,2642,1718,2,8,4,2,0,1,1
403.9,5081,3430,2606,1612,2,7,3,1,0,1,1
383.5,4824,5500,2853,1706,2,7,4,1,0,1,0
395.2,4971,5000,2677,1608,2,7,3,1,1,1,1
450.1,5662,5400,3512,2013,2,7,4,2,1,1,1
424.8,5343,6500,4151,1777,1,6,3,1,1,1,1
399.2,5021,5137,2758,2002,2,8,4,2,1,1,1
377.9,4753,5000,2753,1804,2,8,3,1,1,1,1
351.9,4426,6278,2804,1260,1,6,2,1,1,1,1
279.3,3513,4111,2346,1053,1,5,1,1,0,1,1
394.6,4964,7000,2247,1344,2,6,3,1,0,1,1
475.1,5976,20181,3467,2179,2,7,3,1,0,1,0
478.5,6019,5000,3072,1980,2,8,4,2,0,1,1
382.5,4811,4500,2704,1776,2,8,3,1,1,1,1
428.2,5386,3430,3154,1882,2,7,4,2,0,1,1
1217.8,15319,46411,7144,4037,2,8,5,3,1,1,3
390.1,4907,6800,2736,1242,1,8,3,1,1,1,1
553.9,6968,12600,3961,2309,2,9,6,1,0,1,1
413,5195,7316,4340,1948,1,7,4,1,1,1,1
390.8,4916,6250,3319,1947,2,7,3,1,1,1,0
389.2,4896,5064,2270,1459,2,6,3,1,1,1,1
394.9,4967,5443,2450,1540,2,6,3,1,0,1,1
430.6,5416,6894,2771,2187,1,11,3,2,0,2,2
463.7,5833,6057,2356,1581,2,7,4,1,1,1,1
411.6,5177,6620,2678,1405,2,8,3,1,1,1,2
593.7,7468,4926,3922,2846,2.5,10,5,2,1,1,1
520.9,6552,8297,3716,2344,2,7,4,1,0,1,1
353.3,4444,6297,2036,1291,2,7,3,2,0,1,1
386,4855,4725,2362,1312,2,7,3,1,0,1,1
445.8,5608,7803,3096,1952,2,7,3,1,1,1,1
627,7887,6250,5026,2845,2.5,7,4,3,1,1,1
632.9,7961,9973,3716,2160,2,9,3,2,1,1,1
330.1,4152,4200,2716,998,1,5,2,1,0,1,1
575.8,7243,6238,4122,3078,2,8,3,2,1,1,0
421.5,5302,6641,2475,1538,2,7,3,1,1,1,1
353.1,4442,4995,2796,1277,1,6,3,1,0,1,0
358.2,4506,6500,3776,1624,1,7,3,1,0,1,1
447.6,5630,11000,2561,1584,2,7,3,1,2,1,1
511.7,6437,7190,3577,1688,1.5,11,4,2,0,1,1
695.6,8750,5805,5442,3667,2.5,10,5,3,0,1,1
378.2,4757,5359,2338,1484,2,6,3,1,1,1,1
399.1,5020,5476,2850,1712,2,6,3,1,0,1,1
506.5,6371,6613,3813,2063,2,8,4,3,0,1,1
501.1,6303,6844,3202,2296,1,6,3,1,1,1,1
423.2,5323,6675,2279,1519,2,7,3,1,1,1,1
284.1,3573,4322,2232,1042,1,6,3,1,0,1,1
577.5,7264,13580,4978,3249,2.5,8,5,2,1,1,3
742.4,9339,12600,6224,3298,2,11,7,2,1,1,2
506.9,6376,6198,2776,1688,2,7,3,2,0,1,1
376.7,4738,7159,2601,1114,1,7,3,1,1,1,1
336.8,4236,5775,1992,1152,2,5,3,1,0,1,1
429.6,5404,3975,3121,1884,2,7,3,1,1,1,1
393.6,4951,6015,2748,1694,2,7,4,1,1,1,1
759.6,9555,13300,6249,3682,2,10,4,2,1,1,1
447.5,5629,5000,3148,1877,2,8,3,2,0,1,0
355.6,4473,4916,2244,1380,2,7,3,1,1,1,1
483,6076,7516,5125,2768,2,11,4,1,1,1,2
515.6,6486,5500,5499,2912,2.5,9,5,1,1,1,1
251,3157,6742,2736,1238,1,7,4,1,0,1,0
482.7,6072,6250,3337,2045,2.5,8,4,2,1,1,0
481.1,6052,5834,3810,2016,2,9,5,2,0,1,1
468,5887,5510,2596,1594,2,6,3,2,1,1,1
351.7,4424,5242,2612,1485,2,6,3,1,1,1,1
390.8,4916,5781,2815,1607,2,7,3,1,0,1,1
431.5,5428,7588,2740,1734,2,6,3,1,1,1,1
515.8,6488,7254,2778,1871,2,8,3,1,1,1,1
472.8,5947,5134,3683,1807,2,8,4,2,0,1,1
562.9,7081,7033,3512,2300,2,8,4,2,1,1,2
433,5447,5949,3148,1944,1,7,2,2,0,1,2
631.6,7945,9966,4049,2344,2,9,3,1,1,1,1
340,4277,6800,2477,1198,1,7,4,2,0,1,1
529.4,6659,6783,3071,1728,2,7,3,1,1,1,1
372.7,4688,5500,2650,1544,2,7,3,1,0,1,1
347.7,4374,4842,2150,1303,2,6,2,1,0,1,1
360.7,4537,5775,2456,1354,2,7,3,1,1,1,1
458.5,5767,5299,3186,1813,2,8,5,1,1,1,1
445.9,5609,5500,3890,2110,2,9,4,1,2,1,1
378,4755,6650,2496,1075,1,6,3,1,0,1,1
446,5610,5500,4058,2108,2,8,4,1,1,1,0
587,7384,8400,5493,3209,2,12,4,1,1,1,1
483.7,6084,9840,4214,2106,1.5,7,4,2,0,1,2
481,6050,7373,3220,1761,1.5,6,4,2,0,1,1
368.3,4633,5221,2958,1828,2,7,3,1,1,1,1
390.4,4911,3277,2054,1325,2,6,3,1,1,1,1
627.8,7897,7063,5157,3063,2,9,5,2,1,1,1
697,8768,6322,4568,2851,2.5,9,5,2,2,1,3
453.9,5710,6942,2226,2025,2,6,2,2,1,1,1
613.8,7721,8025,4031,2884,2,8,3,2,1,1,1
340.3,4280,6000,2023,888,1,5,2,1,0,1,1
435.9,5483,6647,3302,1880,2,9,4,1,1,1,0
590.3,7425,7500,4110,2331,2,8,3,2,1,1,1
376.2,4732,6097,2768,1756,2,8,4,1,1,1,1
512.3,6444,13654,3319,1939,2,8,3,1,1,1,1
506.7,6374,7037,4964,2829,2,9,5,1,1,1,0
390.9,4917,6800,2514,1961,1,8,4,1,1,1,2
345,4340,3224,2213,1274,2,6,3,1,1,1,1
428,5384,5500,2619,1599,2,8,4,2,0,1,1
307.9,3873,5099,1917,862,1,5,2,1,0,1,0
455.2,5726,6250,4804,2678,2,9,4,2,0,1,1
388,4881,7218,2690,1395,2,7,3,1,1,1,1
430.4,5414,6013,3791,2007,2,7,4,1,1,1,1
791.6,9958,7629,6321,3521,2,12,6,4,1,1,2
341.8,4299,3810,2026,1248,2,6,3,1,0,1,1
498.6,6272,12241,2432,1470,2,7,4,1,1,1,1
372.9,4691,5202,2386,1516,2,8,4,1,1,1,1
512.6,6448,8400,5106,2645,2,12,4,2,1,1,0
441.4,5552,5388,2850,1643,2,7,4,2,1,1,2
409.5,5151,5397,2455,1530,2,6,3,1,1,1,2
381.6,4800,5500,2775,1598,2,7,4,1,1,1,0
351.1,4416,4640,2208,1378,2,7,3,1,0,1,1
419.2,5273,5590,3597,2151,2,8,3,1,1,1,1
405.1,5096,6050,2802,1698,2,9,4,1,1,1,1
635.9,7999,8468,5646,3183,2,8,4,2,2,1,1
363.1,4567,6464,2218,925,1,6,3,1,1,1,1
549.4,6911,6566,4169,2674,2,9,5,2,2,1,1
509.5,6409,6888,4457,2473,2,10,6,2,1,1,1
459.7,5783,6250,2844,1740,2,10,4,1,2,1,1
375.2,4720,5500,2684,1600,2,7,2,2,0,1,1
371.8,4677,6528,3053,1247,1,6,2,1,0,1,0
483.4,6081,6645,2620,2329,1,9,3,2,0,1,1
371.6,4674,5775,2392,1298,2,6,3,1,0,1,1
301.4,3791,3808,2036,1248,2,6,3,1,0,1,0
643.1,8090,12600,5623,3040,2,10,6,1,1,1,0
588,7397,6876,4092,2527,2.5,7,3,2,1,1,1
571.3,7186,7981,4580,2480,2,11,6,2,1,1,1
351.6,4423,6296,2426,1224,1.5,7,3,1,1,1,1
434.3,5463,7089,2929,1488,1.5,9,3,2,0,1,0
554.3,6973,8434,3536,2080,2,8,3,1,1,1,1
375.9,4728,5830,2623,1440,2,6,3,1,1,1,1
452,5686,5500,4504,2627,2,8,4,1,0,1,1
637.5,8019,9775,5687,3184,2,7,3,2,1,1,2
408.4,5137,7218,2421,1400,2,7,3,1,1,1,0
428,5384,4675,2767,1778,2,7,3,1,0,1,1
403.2,5072,6079,2652,1664,2,7,3,1,1,1,1
425.3,5350,6912,2595,1606,2,7,3,2,1,1,1
519.8,6539,6145,3008,1774,1.5,8,3,1,1,1,1
669.9,8427,8207,4322,2843,2,8,4,2,2,1,1
389.1,4894,6483,2642,1562,2,7,3,1,1,1,1
406.8,5117,5795,2928,1844,2,7,4,1,1,1,2
453.4,5703,7571,2820,1950,2,7,3,2,0,1,1
370.1,4655,6100,2430,1590,2,7,4,1,1,1,1
475.7,5984,5800,3736,2184,2,11,4,2,1,1,0
362.4,4558,4317,2264,1440,2,7,3,1,0,1,1
322.1,4052,4400,2995,1365,1,5,2,1,0,1,0
415.7,5229,5775,3016,1650,2,8,3,1,1,1,1
312.5,3931,5742,2990,1558,1.5,6,4,1,1,1,0
621.1,7813,11198,5253,2921,2,10,4,2,1,1,2
445.4,5603,5908,3218,1889,2,8,4,1,1,1,1
448.1,5637,8290,3116,1792,2,7,3,1,1,1,1
371.1,4668,5500,2056,1070,1.5,6,3,1,0,1,1
386.2,4858,6116,2496,1530,2,7,3,1,1,1,1
494.4,6219,6954,3911,2138,2.5,11,6,2,1,1,1
412.4,5187,6968,2778,1894,2,8,3,1,0,1,1
475.5,5981,5065,2840,1696,2,8,4,1,1,1,1
602.2,7575,12600,4564,2457,2,9,6,1,1,1,0
426,5359,7218,2800,1456,1,6,3,1,1,1,1
383.1,4819,6180,2601,1500,2,6,3,1,1,1,1
507.1,6379,6942,4591,2913,2,7,4,1,1,1,1
649.2,8166,12526,4751,2365,2,8,4,2,1,1,1
447.1,5624,7759,4099,2145,1.5,8,4,2,1,1,0
466.4,5867,7970,4209,2345,2,10,4,2,0,1,0
307.2,3864,4400,2520,1123,1,6,3,1,0,1,1
371.9,4678,6145,2328,1306,1.5,7,4,2,0,1,1
532.1,6693,6424,3566,2438,2.5,8,4,2,1,1,1
546.5,6874,8250,3834,2468,2,9,3,1,1,1,1
385.7,4852,6152,2368,1544,2,7,3,1,0,1,1
477.3,6004,6694,3822,2265,2,8,4,1,1,1,1
461.2,5801,6171,2984,1588,2,7,3,1,1,1,1
408.2,5135,6300,2408,1608,2,7,3,1,1,1,1
331,4163,3702,2583,1620,2,7,3,1,1,1,0
392.8,4941,6390,2638,1627,2,8,4,1,1,1,1
331.9,4175,6381,1828,1125,1,5,2,1,0,1,1
541.7,6814,9885,4726,2295,1.5,6,3,2,1,1,1
395.7,4977,4673,2265,1350,2,6,3,1,0,1,1
390.6,4913,6978,2621,1598,2,7,4,1,1,1,0
420.2,5286,7036,3267,1793,2,9,4,1,1,1,0
404.7,5091,6250,3299,1802,2,7,3,1,0,1,0
366.2,4606,5403,2103,1352,2,6,3,1,0,1,1
424.9,5345,6448,2430,1452,2,7,3,1,1,1,1
311.3,3916,4500,2496,1123,1,6,3,1,0,1,1
332.6,4184,7681,1108,1033,1,5,2,1,0,1,0
408.8,5142,7218,2946,1428,1.5,6,2,1,1,1,1
382.7,4814,5198,2538,1627,2,8,4,1,1,1,1
666.4,8383,12137,5600,3462,2.5,11,6,2,0,1,1
426.4,5364,9236,2916,1680,2,7,4,1,1,1,1
